"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.39691894399816e-25,0.359227712929474,0.275,0.154,4.27568950378956e-21,"10","AGTRAP"
1.61203496617364e-25,0.491669944056012,0.666,0.518,4.93411662446427e-21,"10","RSRP1"
1.64151552693248e-25,0.423796230192051,0.346,0.209,5.02435072483492e-21,"10","FLOT1"
2.01350666032497e-25,0.536115701492576,0.272,0.156,6.16294118592268e-21,"10","PITPNB"
2.02347665244472e-25,0.466969638179983,0.264,0.148,6.19345733780281e-21,"10","DNPEP"
2.18937267901077e-25,0.413357296195257,0.501,0.342,6.70123189591616e-21,"10","SSB"
2.37561774944063e-25,0.512095504081215,0.358,0.224,7.27129080748788e-21,"10","YIPF3"
3.04955397038848e-25,0.262301692879651,0.699,0.523,9.33407479256505e-21,"10","SFPQ"
3.41389554487342e-25,0.419971618851718,0.552,0.385,1.04492514837486e-20,"10","RWDD1"
3.470595172089e-25,0.666557975384245,0.278,0.162,1.062279770273e-20,"10","AKR7A2"
5.12330584829234e-25,0.421168346153332,0.365,0.225,1.56814145404532e-20,"10","CPNE3"
7.02901982810891e-25,0.532472131375255,0.256,0.145,2.15144238898757e-20,"10","GPAA1"
7.18146916424248e-25,0.439273465152644,0.527,0.37,2.19810408179134e-20,"10","VAPA"
8.19194728437646e-25,0.398027979239398,0.671,0.516,2.50739122480195e-20,"10","PARK7"
1.06378877622554e-24,0.48445672069604,0.331,0.202,3.25604468627113e-20,"10","CLTC"
1.08594861372101e-24,0.372842088087058,0.514,0.345,3.32387151687726e-20,"10","TMED2"
1.203988971732e-24,0.716350706095347,0.278,0.164,3.68516944467731e-20,"10","SEPHS2"
1.27545486941122e-24,0.44570487786078,0.348,0.215,3.90391226429386e-20,"10","ZNF638"
1.53534221453738e-24,0.45465444398355,0.362,0.225,4.69937545025602e-20,"10","MVP"
1.79332200099129e-24,0.446254969535869,0.353,0.217,5.48899998063413e-20,"10","CAMLG"
2.03431659686576e-24,0.518653012772018,0.273,0.159,6.22663623968671e-20,"10","TRIP11"
2.04251146360497e-24,0.434796225901384,0.289,0.169,6.25171908780208e-20,"10","CHD3"
2.85342661962861e-24,0.275105054209478,0.351,0.214,8.73376819735924e-20,"10","CCND2"
2.94673528932017e-24,0.477630339762431,0.287,0.168,9.01936737355118e-20,"10","HDAC2"
3.18403106366451e-24,0.401873555666839,0.403,0.259,9.74568227966434e-20,"10","MLEC"
3.52008066240247e-24,0.426205367295592,0.386,0.245,1.07742628914815e-19,"10","COPS6"
4.25462969039649e-24,0.541285199831165,0.322,0.198,1.30225705563656e-19,"10","COA3"
7.63595228237945e-24,0.533859794573758,0.31,0.19,2.3372122745907e-19,"10","NOP56"
1.08142038362859e-23,0.47860425267843,0.584,0.432,3.31001151021038e-19,"10","ERH"
1.83534954973422e-23,0.406093727887071,0.287,0.168,5.6176379018265e-19,"10","SDF2"
1.97342738929441e-23,0.428880652702266,0.362,0.226,6.04026655315233e-19,"10","ASH1L"
3.04799084720476e-23,0.515090970917795,0.328,0.204,9.32929038512434e-19,"10","NIFK"
3.55782266253992e-23,0.358528549703466,0.574,0.412,1.08897836055022e-18,"10","RBM25"
4.47761964881048e-23,0.389532726845378,0.541,0.38,1.37050982210791e-18,"10","GABARAPL2"
4.64018328255019e-23,0.436066120101725,0.325,0.199,1.42026729912296e-18,"10","COPS2"
8.20354967012285e-23,0.367542759015573,0.462,0.31,2.5109424830312e-18,"10","SERINC1"
8.65279728990541e-23,0.410771833894684,0.477,0.325,2.64844819449425e-18,"10","PNRC2"
1.48941784875037e-22,0.36561552701941,0.651,0.476,4.55881015145513e-18,"10","ZFAS1"
1.87686927304668e-22,0.413331129118335,0.479,0.329,5.74472147094128e-18,"10","TMEM219"
2.58072883093862e-22,0.607055212580943,0.464,0.333,7.89909480573694e-18,"10","WTAP"
2.73794716292856e-22,0.58713425564847,0.309,0.193,8.38030867629175e-18,"10","DPM3"
4.11930276107308e-22,0.47131503607204,0.254,0.146,1.26083618910925e-17,"10","MCRIP1"
5.89912588583316e-22,0.452580124083062,0.493,0.343,1.80560445113581e-17,"10","RAB7A"
6.28984143683148e-22,0.504826808961036,0.407,0.275,1.92519466698538e-17,"10","UFM1"
9.27928781859505e-22,0.304041872611967,0.855,0.791,2.84020441551557e-17,"10","MIF"
1.06290107635419e-21,0.473146407714814,0.317,0.198,3.25332761450491e-17,"10","RTN3"
1.18410984224085e-21,0.277557518794418,0.545,0.364,3.6243234051308e-17,"10","DEK"
1.3215035110409e-21,0.390131920775021,0.523,0.376,4.04485794659398e-17,"10","BCLAF1"
2.05856749190428e-21,0.475736862794803,0.25,0.147,6.30086337922061e-17,"10","MBNL2"
3.22185328357825e-21,0.356858321423144,0.45,0.304,9.86144853037632e-17,"10","DUT"
5.29649640608684e-21,0.401557438937444,0.353,0.224,1.62115161997506e-16,"10","GBP2"
5.95274597016924e-21,0.397020231456796,0.315,0.196,1.8220164865494e-16,"10","CCDC124"
1.14641470985633e-20,0.352162576531731,0.496,0.346,3.50894614392825e-16,"10","CSNK1A1"
1.2775212863631e-20,0.317070000953824,0.948,0.898,3.91023715330017e-16,"10","MT-ND4"
1.54211571707121e-20,0.302900157329451,0.658,0.504,4.72010778681155e-16,"10","EIF5"
2.06546211433659e-20,0.28277307591932,0.26,0.155,6.32196643956145e-16,"10","CTSZ"
2.08608440766434e-20,0.261420729134339,0.826,0.706,6.385087154979e-16,"10","SUMO2"
2.60616024043942e-20,0.390600548738072,0.274,0.166,7.97693526393697e-16,"10","PPT1"
3.27791594528476e-20,0.375313382789827,0.387,0.256,1.00330451253276e-15,"10","RAB11B"
6.19631910388821e-20,0.338988665815007,0.61,0.457,1.8965693513181e-15,"10","HNRNPA0"
7.32107898622057e-20,0.485795860938255,0.279,0.173,2.24083585610239e-15,"10","SUMF2"
8.77384170503658e-20,0.427858008349957,0.266,0.161,2.6854974690776e-15,"10","HDDC2"
9.20797393322287e-20,0.507067482768281,0.261,0.159,2.81837666148086e-15,"10","SAR1A"
1.02195633684724e-19,0.412565889014927,0.335,0.214,3.12800395582204e-15,"10","PCMTD1"
1.07840361376564e-19,0.376235011924066,0.636,0.49,3.30077778101387e-15,"10","C4orf3"
1.10777169631845e-19,0.328874424211811,0.461,0.313,3.3906676080915e-15,"10","PSMC5"
1.30369594185307e-19,0.50330288933335,0.272,0.167,3.99035253882386e-15,"10","BLOC1S6"
1.43183995466316e-19,0.346544457550206,0.284,0.174,4.38257573323301e-15,"10","PRRC2B"
1.90423437134736e-19,0.278955071738545,0.533,0.377,5.82848056381998e-15,"10","CTSD"
2.24772460103484e-19,0.371811147453072,0.453,0.313,6.87983545884744e-15,"10","PYURF"
2.60566767424204e-19,0.312879694299852,0.405,0.266,7.97542761732003e-15,"10","CHMP2A"
2.6417702537879e-19,0.374030830705868,0.361,0.238,8.08593039279399e-15,"10","TGFBR2"
3.07693124310232e-19,0.370865105270277,0.449,0.311,9.41787114888757e-15,"10","EIF1AX"
3.29589305134005e-19,0.339382261859188,0.439,0.302,1.00880694515416e-14,"10","NUDC"
3.46432070305029e-19,0.386738198193835,0.298,0.186,1.06035928078963e-14,"10","RBM42"
4.9928382207698e-19,0.673045976379502,0.428,0.312,1.52820792261322e-14,"10","ZC3HAV1"
5.23878206074967e-19,0.442954845238148,0.446,0.316,1.60348641315426e-14,"10","MRPL51"
5.46847092288698e-19,0.418167248174647,0.413,0.285,1.67378958007725e-14,"10","NHP2"
5.8629307579501e-19,0.415770163225212,0.343,0.225,1.79452584639337e-14,"10","POLR2F"
6.47313139396472e-19,0.273845668348699,0.726,0.604,1.98129605706472e-14,"10","ALDOA"
6.90544436992602e-19,0.429949256143624,0.281,0.174,2.11361841274695e-14,"10","ZNF22"
9.09623758228046e-19,0.431061790896404,0.268,0.166,2.7841763991844e-14,"10","SRPRB"
1.15747621439116e-18,0.501117669430478,0.277,0.173,3.54280319700848e-14,"10","NAA20"
1.30898306230967e-18,0.405553707668493,0.294,0.184,4.00653535711743e-14,"10","GET3"
1.4499262217287e-18,0.461145335574945,0.253,0.155,4.43793417946722e-14,"10","TMEM50B"
1.68171771333219e-18,0.31455323103425,0.49,0.345,5.14740157696716e-14,"10","TMED9"
2.320288410911e-18,0.419618065034087,0.26,0.16,7.10193876811638e-14,"10","OSER1"
3.16481082077232e-18,0.428967991925097,0.267,0.165,9.68685296021991e-14,"10","TOR1AIP1"
3.54266373879872e-18,0.458801825376163,0.273,0.171,1.08433851717151e-13,"10","MTLN"
3.66894204066101e-18,0.343084552011306,0.381,0.256,1.12298977980552e-13,"10","CLTB"
3.92259421740144e-18,0.335800284692283,0.273,0.17,1.20062763806223e-13,"10","NINJ1"
4.30097587600421e-18,0.36445134541062,0.448,0.315,1.31644269612737e-13,"10","AP2S1"
5.33636344217071e-18,0.299304020705257,0.544,0.391,1.63335412237961e-13,"10","FKBP1A"
8.4487906734648e-18,0.25839411379399,0.355,0.234,2.58600584933411e-13,"10","ASAH1"
1.0064260415841e-17,0.265946322835842,0.332,0.214,3.08046882808062e-13,"10","CCPG1"
1.31036689852769e-17,0.354624285631704,0.326,0.212,4.01077100301355e-13,"10","PNKD"
1.73701270131958e-17,0.381469051960585,0.271,0.168,5.31664847619899e-13,"10","GDI1"
1.80171079955351e-17,0.354633754379166,0.283,0.179,5.51467641527337e-13,"10","ETF1"
2.026043678802e-17,0.353267197260925,0.327,0.215,6.20131449207718e-13,"10","AP3S1"
2.0262050582998e-17,0.364203828904843,0.256,0.158,6.20180844244402e-13,"10","CARHSP1"
2.50542300480727e-17,0.382476915644916,0.268,0.167,7.6685987331141e-13,"10","COQ10B"
2.52049191097301e-17,0.377129309018601,0.367,0.248,7.71472164110618e-13,"10","RANBP1"
2.9305874146156e-17,0.337948418552014,0.366,0.245,8.96994195865544e-13,"10","PDAP1"
3.49235818100513e-17,0.354360107642604,0.272,0.172,1.06894099204205e-12,"10","AK2"
3.69176871976136e-17,0.430007120676163,0.338,0.227,1.12997656974456e-12,"10","MPG"
4.29095279598316e-17,0.331535710737248,0.994,0.98,1.31337483179453e-12,"10","MT-CYB"
4.48618417109269e-17,0.408933740233088,0.269,0.17,1.37313125108805e-12,"10","UPF3A"
5.24264965436854e-17,0.443475490173675,0.252,0.157,1.60467020620912e-12,"10","ALDH9A1"
5.75012594687113e-17,0.408969371985303,0.319,0.209,1.75999854981831e-12,"10","FAM162A"
5.76877360700821e-17,0.314681380018818,0.291,0.184,1.76570622563307e-12,"10","CHIC2"
5.9489530617704e-17,0.288741200868207,0.363,0.241,1.82085555314668e-12,"10","SNRNP70"
6.02174312605023e-17,0.426046772371721,0.324,0.216,1.84313513602145e-12,"10","MGAT1"
6.98277783570873e-17,0.341115973177951,0.64,0.507,2.13728863995373e-12,"10","WDR83OS"
1.02789066520966e-16,0.437010584411981,0.274,0.176,3.14616774807372e-12,"10","ECHS1"
1.0626780422743e-16,0.452627494932305,0.284,0.185,3.25264495179317e-12,"10","PSMD12"
1.12138432655698e-16,0.35582924251074,0.332,0.218,3.43233314672561e-12,"10","PRDX3"
1.17728211595455e-16,0.300250822076471,0.339,0.224,3.60342510051368e-12,"10","HBP1"
1.25781001234274e-16,0.309256532578214,0.457,0.322,3.84990488577867e-12,"10","CCT2"
1.30541349431032e-16,0.312378648372024,0.379,0.255,3.99560962338502e-12,"10","PSMG2"
1.37669467366475e-16,0.322716051585146,0.284,0.182,4.21378705715308e-12,"10","RALA"
1.59066879980386e-16,0.282059807524182,0.79,0.672,4.86871906243965e-12,"10","CIRBP"
1.80730395722493e-16,0.437855199133788,0.257,0.163,5.53179595227407e-12,"10","SSRP1"
2.64161770302809e-16,0.280492899571877,0.396,0.27,8.08546346542837e-12,"10","SERINC3"
3.17500914383746e-16,0.296992769825062,0.6,0.462,9.71806798745769e-12,"10","ST13"
3.37584473772822e-16,0.266091875075271,0.919,0.854,1.03327855732385e-11,"10","MT-ND2"
4.09570559501986e-16,0.390500812783263,0.329,0.221,1.25361356852368e-11,"10","NDUFAF8"
4.86909777413803e-16,0.317041990260779,0.45,0.322,1.49033344670817e-11,"10","TMEM230"
5.14525565893858e-16,0.281784760394339,0.458,0.327,1.57485985208792e-11,"10","PRKAR1A"
5.91066735122911e-16,0.34758041628881,0.364,0.248,1.80913706286421e-11,"10","PSMA4"
5.92727069698793e-16,0.280580831048245,0.277,0.176,1.81421901493407e-11,"10","HADHB"
6.03397440904094e-16,0.311101812926559,0.327,0.218,1.84687888711925e-11,"10","PRKCSH"
6.22855928535392e-16,0.357723029508603,0.29,0.187,1.90643742606113e-11,"10","TOB1"
6.73264381387071e-16,0.330203920319446,0.289,0.187,2.06072761854955e-11,"10","RB1CC1"
8.27948174729894e-16,0.366743722112002,0.31,0.205,2.53418377321326e-11,"10","CAPRIN1"
8.71774098943233e-16,0.262172990269732,0.606,0.469,2.66832616204545e-11,"10","SRSF2"
1.15827306779655e-15,0.336220754475711,0.358,0.244,3.54524220591168e-11,"10","EMC7"
1.25667577145777e-15,0.289285247568442,0.448,0.317,3.84643320127795e-11,"10","LAMTOR5"
1.38270882349625e-15,0.311098218088258,0.355,0.24,4.23219516695731e-11,"10","PRKDC"
1.60440906276822e-15,0.294915888793232,0.414,0.291,4.91077525932096e-11,"10","DYNLRB1"
1.67202800027157e-15,0.363786141819075,0.271,0.175,5.11774330323121e-11,"10","TFAM"
2.00011264958484e-15,0.335703358869695,0.404,0.283,6.12194479784929e-11,"10","POLR2E"
2.28656359206102e-15,0.334805128824742,0.276,0.179,6.99871384258037e-11,"10","AAMP"
4.93540802718126e-15,0.288136809170878,0.267,0.172,1.51062968895964e-10,"10","CHMP2B"
4.96151470745552e-15,0.334279996499762,0.335,0.227,1.51862042165798e-10,"10","SUGT1"
5.96394624800896e-15,0.33405773089168,0.333,0.227,1.82544466759058e-10,"10","PSMC3"
6.79714426010324e-15,0.338469890418673,0.364,0.253,2.0804699151324e-10,"10","ANXA7"
6.90665235329093e-15,0.328711307614257,0.328,0.222,2.11398815229529e-10,"10","ERP44"
6.93575958029922e-15,0.29825761664287,0.289,0.189,2.12289729233799e-10,"10","HNRNPH2"
7.93848860673993e-15,0.332580484030445,0.55,0.416,2.42981259275096e-10,"10","ATP5PD"
1.32102459793027e-14,0.287889155870656,0.407,0.284,4.04339208934496e-10,"10","CNPY2"
1.46607222708668e-14,0.251497022501985,0.364,0.249,4.48735387266693e-10,"10","SMARCE1"
1.54473263544835e-14,0.298014563793511,0.31,0.208,4.72811765058031e-10,"10","YWHAH"
1.61718420319686e-14,0.389569138659488,0.321,0.22,4.94987740914495e-10,"10","BAG1"
1.6242669106822e-14,0.30563729888071,0.267,0.174,4.97155616021608e-10,"10","CD82"
1.90181121361822e-14,0.348403217005425,0.296,0.197,5.82106376264265e-10,"10","SUPT16H"
3.20655595809264e-14,0.292236995142301,0.316,0.213,9.81462647652996e-10,"10","FAM133B"
4.27841752321529e-14,0.374242567770601,0.289,0.194,1.30953803550574e-09,"10","PSMB7"
4.29027982160276e-14,0.503753462402507,0.26,0.174,1.31316884779617e-09,"10","THUMPD3-AS1"
8.69712517238027e-14,0.276959974849732,0.278,0.184,2.66201607276215e-09,"10","TIMM8B"
9.52594170678176e-14,0.360751776116347,0.378,0.269,2.91570023761176e-09,"10","SEC13"
1.39782075984688e-13,0.375866536510629,0.252,0.165,4.27844978173934e-09,"10","BTF3L4"
1.82385933268251e-13,0.31732748480921,0.51,0.39,5.58246864547464e-09,"10","FIS1"
1.97222534210071e-13,0.296892608638847,0.427,0.31,6.03658732710186e-09,"10","RBM17"
3.64732598301283e-13,0.339444076580686,0.264,0.175,1.11637353688057e-08,"10","IFI35"
3.66911427676159e-13,0.401250633780981,0.258,0.172,1.12304249783119e-08,"10","CCS"
4.44785568344592e-13,0.286682512192379,0.435,0.317,1.36139966758913e-08,"10","ENY2"
5.36557485663686e-13,0.330397495332279,0.256,0.171,1.64229515211941e-08,"10","TRIM44"
6.37124884178234e-13,0.306134891106937,0.358,0.253,1.95011184549274e-08,"10","FAAP20"
7.49993867926866e-13,0.325217401094234,0.482,0.359,2.29558123095055e-08,"10","CCT6A"
1.110604699914e-12,0.346105448336835,0.312,0.218,3.39933886549676e-08,"10","EIF4G1"
1.15804414859741e-12,0.256481464196794,0.952,0.915,3.54454153002696e-08,"10","MT-ATP6"
1.21281663824536e-12,0.315800489150792,0.289,0.199,3.71218916634138e-08,"10","SRSF1"
1.43547827947222e-12,0.287593337723577,0.323,0.226,4.39371191780858e-08,"10","SLIRP"
1.62452240052777e-12,0.286353924025267,0.251,0.167,4.97233816353541e-08,"10","TCERG1"
1.68698645321839e-12,0.350316853115377,0.382,0.279,5.16352813601083e-08,"10","MRPS24"
1.71785962838994e-12,0.284545005372562,0.351,0.248,5.25802475057592e-08,"10","MRPL43"
1.76049851290373e-12,0.284432228290558,0.282,0.191,5.38853384829575e-08,"10","HSD17B10"
2.24863396570108e-12,0.296843384758042,0.275,0.187,6.88261884221787e-08,"10","LRRC59"
2.89283496330446e-12,0.342355896385593,0.359,0.256,8.8543892556823e-08,"10","HNRNPH1"
3.29449872046164e-12,0.268714343997484,0.487,0.365,1.0083801683589e-07,"10","EIF3I"
3.70377781007855e-12,0.328912925304312,0.28,0.192,1.13365231210884e-07,"10","CDC26"
3.77200780617905e-12,0.276656300297692,0.408,0.297,1.15453614931528e-07,"10","GTF2A2"
5.07166303458828e-12,0.305896692775433,0.29,0.2,1.55233462162678e-07,"10","RPL7L1"
5.77908948579807e-12,0.326491695577761,0.342,0.244,1.76886370981307e-07,"10","PFDN2"
7.22938903175413e-12,0.283006760168859,0.424,0.312,2.2127713948393e-07,"10","NAPA"
1.7927293096574e-11,0.262104019812587,0.386,0.284,5.48718587099937e-07,"10","ZNHIT1"
2.09533153817886e-11,0.259083070816608,0.303,0.212,6.41339077205785e-07,"10","PTBP1"
2.25075497202134e-11,0.250648488386096,0.342,0.244,6.88911081836293e-07,"10","TXNL1"
2.26706072307973e-11,0.330265753872067,0.256,0.174,6.93901946120243e-07,"10","APOL6"
2.99272796175435e-11,0.301508080842318,0.356,0.26,9.16014174533773e-07,"10","TM9SF2"
3.91433672934468e-11,0.274330760975754,0.441,0.333,1.19810018611782e-06,"10","TOMM5"
4.17048157525002e-11,0.291098347681992,0.389,0.288,1.27650100055253e-06,"10","TMEM256"
4.34771412451136e-11,0.266977162688161,0.336,0.24,1.33074833923044e-06,"10","MEA1"
4.6296279132758e-11,0.273152828628844,0.26,0.178,1.41703651169546e-06,"10","KXD1"
5.83782531548273e-11,0.295509173249145,0.263,0.183,1.78684157256295e-06,"10","MRPL3"
6.85455884667283e-11,0.296178817303553,0.268,0.186,2.09804337178962e-06,"10","TXNDC12"
1.11762739410348e-10,0.274792785044217,0.279,0.197,3.42083392787192e-06,"10","NBDY"
1.12220860741367e-10,0.277260304933111,0.269,0.187,3.43485610557176e-06,"10","BAZ1B"
1.07804910835347e-09,0.29011640211288,0.273,0.195,3.29969271084829e-05,"10","U2AF1"
6.60491876710546e-08,0.252947902779018,0.286,0.212,0.00202163353623564,"10","NDUFS2"
1.63983649197553e-06,0.29470994033883,0.271,0.208,0.0501921153463869,"10","SH3BP5"
0,3.08276270684195,0.936,0.142,0,"11","CD8B"
0,2.7631536369473,0.81,0.139,0,"11","LEF1"
0,2.27918586301345,0.869,0.203,0,"11","CCR7"
0,1.3032171636363,0.845,0.196,0,"11","CD8A"
0,3.26742827887327,0.72,0.088,0,"11","LINC02446"
0,2.49708000044151,0.764,0.15,0,"11","TCF7"
0,1.69788849970428,0.877,0.282,0,"11","SELL"
0,1.94201913994072,0.846,0.332,0,"11","NOSIP"
0,2.11529577480738,0.672,0.162,0,"11","PRKCQ-AS1"
0,3.24331955440212,0.524,0.054,0,"11","NELL2"
0,1.99380923232945,0.554,0.117,0,"11","MAL"
0,2.34639089623482,0.526,0.103,0,"11","ACTN1"
0,2.4477173941029,0.52,0.103,0,"11","LDLRAP1"
0,1.56712718709619,0.983,0.601,0,"11","LDHB"
0,3.10709206983757,0.301,0.026,0,"11","LRRN3"
0,0.966037244770555,1,0.939,0,"11","RPL5"
0,1.00748112540784,0.999,0.945,0,"11","RPS5"
0,0.941119098099091,0.998,0.961,0,"11","RPS6"
0,1.03355263014407,1,0.965,0,"11","RPS13"
0,1.11810414670783,1,0.966,0,"11","RPS3A"
0,0.889761436642124,0.999,0.967,0,"11","RPL14"
0,0.91411734565655,0.999,0.973,0,"11","RPS23"
0,0.916124116292591,1,0.975,0,"11","RPS14"
0,0.835808003912499,1,0.975,0,"11","RPS3"
0,1.03075220215897,1,0.977,0,"11","RPL32"
0,0.89024256622537,1,0.978,0,"11","RPL19"
0,0.92419635344702,0.999,0.978,0,"11","RPL30"
0,1.07382482199119,1,0.984,0,"11","RPS12"
0,0.838998726023519,1,0.985,0,"11","RPS8"
0,0.845857539778229,1,0.988,0,"11","RPL13"
0,0.784421071412413,1,0.989,0,"11","RPL10"
0,0.827549232572368,1,0.993,0,"11","EEF1A1"
1.97626258336499e-323,0.787903424337443,0.999,0.975,6.04894451516355e-319,"11","RPS15A"
5.13828271674896e-322,0.866636156234888,1,0.973,1.57272557394252e-317,"11","RPL34"
2.0147997037406e-320,0.795427038052911,1,0.975,6.16689893320924e-316,"11","RPS27A"
2.0955497928969e-318,0.819081331840866,1,0.979,6.41405880609882e-314,"11","RPL11"
9.23313402229055e-314,1.03653975069644,0.997,0.904,2.82607766154269e-309,"11","EEF1B2"
9.13394166962939e-308,0.78403683723679,1,0.972,2.79571686624017e-303,"11","RPL18"
1.44223799444322e-305,0.82793724204248,1,0.974,4.41440205339181e-301,"11","RPS28"
8.61079969361295e-305,0.870269862045022,0.997,0.954,2.63559357022105e-300,"11","RPS25"
5.35083531621178e-303,0.802712473511005,0.998,0.975,1.6377836735861e-298,"11","RPL12"
1.60216686578252e-302,0.793123362139137,0.999,0.962,4.90391234278712e-298,"11","RPL35A"
4.4274104256758e-295,0.756633495021451,1,0.97,1.35514178309085e-290,"11","RPL29"
2.27789242796179e-294,0.942206983447814,0.999,0.923,6.97217314350545e-290,"11","RPL22"
3.00236235612081e-278,1.92292430793186,0.568,0.149,9.18963069961456e-274,"11","OXNAD1"
3.83762011917694e-277,0.839561047500537,0.998,0.961,1.17461876607768e-272,"11","RPS4X"
2.95022366244892e-273,0.801808577420145,0.999,0.978,9.03004458602366e-269,"11","RPS18"
5.89189433370595e-273,0.647376164297267,1,0.988,1.80339101766072e-268,"11","RPL28"
3.05800160350446e-266,0.829313611930194,1,0.957,9.35993130800645e-262,"11","RPL3"
5.78444471687046e-265,0.860856164345471,0.995,0.934,1.77050283893971e-260,"11","RPL10A"
1.37180793115057e-262,0.731018309192876,1,0.968,4.19882971566566e-258,"11","RPLP2"
2.6537324363173e-258,0.871437874268855,0.995,0.919,8.12254424107998e-254,"11","RPL9"
2.01586207751506e-256,1.75269629707912,0.655,0.205,6.1701506468581e-252,"11","FLT3LG"
7.32513535062743e-255,0.877175642641181,0.998,0.918,2.24207742812004e-250,"11","RPSA"
1.48074951963583e-250,2.49198420024424,0.271,0.042,4.53227812970135e-246,"11","NT5E"
2.61805742820097e-250,1.97917232126365,0.542,0.149,8.01335017623753e-246,"11","PCED1B"
7.27631813525884e-248,0.961546406372852,0.996,0.848,2.22713545484003e-243,"11","EEF1G"
1.09544175410824e-242,0.784445858798823,0.996,0.937,3.35292812097449e-238,"11","NACA"
3.08806327160504e-241,0.707005108607684,1,0.976,9.45194406172871e-237,"11","RPS2"
7.57971693834748e-241,0.67454146632901,1,0.974,2.3199997604894e-236,"11","RPL18A"
1.68202805236667e-239,0.852833623433004,0.998,0.946,5.14835146268391e-235,"11","RPS21"
4.9557894495769e-239,0.745277876109932,0.996,0.952,1.5168680347265e-234,"11","RPL21"
6.93550499773137e-235,0.728311514097176,0.995,0.941,2.12281936970562e-230,"11","RACK1"
2.51798771121511e-232,0.605490255238541,1,0.98,7.7070567864872e-228,"11","RPS15"
2.21363406854616e-228,0.622468774648202,1,0.972,6.7754911570061e-224,"11","RPL7A"
2.46287608282194e-228,0.664011468272936,0.999,0.963,7.53837111430141e-224,"11","RPL6"
7.71231081050247e-227,1.51637711917358,0.776,0.316,2.3605840928786e-222,"11","RGS10"
5.44269699308044e-226,0.743512490219161,0.998,0.947,1.66590069564206e-221,"11","RPS9"
1.34936035021153e-223,1.41204862835073,0.891,0.445,4.13012215992744e-219,"11","PCED1B-AS1"
2.5744764853479e-223,0.731243887954015,0.999,0.963,7.87995762635285e-219,"11","RPL37"
9.78500551926153e-221,0.709045767428038,0.999,0.966,2.99499448933557e-216,"11","RPL39"
9.2139637155521e-213,2.22271027398637,0.294,0.054,2.82021001405619e-208,"11","LINC01550"
1.64754017012805e-212,1.56134854080805,0.645,0.219,5.04279095272793e-208,"11","PIK3IP1"
5.84930775997164e-210,1.23384221694732,0.942,0.584,1.79035611917212e-205,"11","GAS5"
7.10123804777774e-206,0.61155666572157,1,0.96,2.17354694166381e-201,"11","RPS7"
1.95717981909166e-203,1.30530139841868,0.701,0.245,5.99053599027576e-199,"11","LINC00861"
1.1714112057817e-195,0.865090575622639,0.933,0.42,3.58545541865664e-191,"11","LTB"
1.446619592681e-193,1.28402595983398,0.715,0.265,4.42781324927802e-189,"11","CD27"
8.0265831675873e-193,0.606461770418661,0.998,0.968,2.45677657593512e-188,"11","RPS24"
3.05756719500745e-192,1.0440976649992,0.961,0.697,9.35860167047881e-188,"11","SNHG29"
8.09608938141384e-192,0.584881527193278,0.998,0.966,2.47805103786315e-187,"11","RPL26"
5.37805113169886e-191,1.14309974338115,0.898,0.427,1.64611389039039e-186,"11","GIMAP7"
2.59492142115922e-189,0.634275521887845,1,0.948,7.94253548588415e-185,"11","RPS16"
1.79057506445592e-177,1.04004845111933,0.667,0.226,5.48059215728668e-173,"11","KLRK1"
1.01400244522315e-175,0.629071258968315,0.919,0.392,3.10365868433903e-171,"11","IL7R"
1.55644708398303e-175,1.31960792897147,0.565,0.187,4.76397323465527e-171,"11","CAMK4"
1.74645932348628e-172,0.6129564545061,0.997,0.953,5.34556269732681e-168,"11","RPL36"
3.60313821370623e-171,0.626322677699304,0.997,0.937,1.1028485444512e-166,"11","RPL24"
1.2310718544266e-166,0.923920702507298,0.989,0.532,3.76806473202892e-162,"11","CD3E"
1.54234824380045e-165,0.540832722912022,1,0.985,4.72081950462442e-161,"11","TPT1"
1.77394571274747e-165,0.782582852737685,0.986,0.855,5.42969303757747e-161,"11","RPL4"
1.06682017889469e-164,0.776900531817947,0.983,0.842,3.26532320356087e-160,"11","RPL7"
2.34581034518364e-161,0.882669049067555,0.99,0.672,7.1800563045381e-157,"11","TXNIP"
5.37787544418284e-158,0.536480301135736,0.999,0.979,1.64606011595549e-153,"11","RPS19"
2.82934969311284e-157,0.595483708790498,0.999,0.948,8.66007354067977e-153,"11","RPL17"
1.14736461573862e-155,1.94879873288093,0.292,0.068,3.51185361585276e-151,"11","TMEM204"
5.44330034459683e-155,0.753253502831991,0.98,0.831,1.6660853694742e-150,"11","NPM1"
6.85095214208262e-152,1.42830405653798,0.418,0.122,2.09693943164865e-147,"11","THEMIS"
1.09624253931409e-150,0.502512492946934,0.999,0.965,3.35537916433257e-146,"11","FAU"
1.29584985286918e-148,1.44613321671227,0.483,0.161,3.96633722966197e-144,"11","RCAN3"
2.07228260263832e-146,0.60101525349156,0.999,0.977,6.34284259015538e-142,"11","RPS27"
1.6116709931188e-145,1.46670386723144,0.43,0.139,4.93300257573803e-141,"11","MYC"
2.9805588871425e-144,0.553117272065915,0.998,0.964,9.12289464176578e-140,"11","RPLP0"
8.65743264348463e-143,0.657920204474163,0.993,0.87,2.64986698351777e-138,"11","PABPC1"
