"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,0.629159567647862,0.797,0.537,0,"0","GMFG"
0,0.886471126549392,0.547,0.289,0,"0","TNFAIP8"
0,0.751413741074277,0.539,0.281,0,"0","FCMR"
0,1.13631039443397,0.418,0.16,0,"0","BCL11B"
0,0.917505609524091,0.861,0.604,0,"0","NOP53"
0,1.73323683943466,0.378,0.122,0,"0","PCED1B"
0,2.16671696795024,0.326,0.07,0,"0","TESPA1"
0,1.57194904579754,0.361,0.11,0,"0","MYC"
0,0.779860742912588,0.874,0.624,0,"0","C12orf57"
0,1.62030626843138,0.366,0.116,0,"0","DGKA"
0,1.05546858453886,0.954,0.704,0,"0","FXYD5"
0,0.883934898377512,0.768,0.522,0,"0","GSTK1"
0,0.802443193408542,0.746,0.5,0,"0","SMDT1"
0,1.42657977154878,0.367,0.123,0,"0","OXNAD1"
0,0.887588565091287,0.912,0.669,0,"0","SNHG29"
0,0.814646143287826,0.748,0.507,0,"0","EIF3L"
0,1.43054019169722,0.358,0.121,0,"0","AC119396.1"
0,0.869788257454966,0.415,0.181,0,"0","TC2N"
0,0.714083534709787,0.718,0.486,0,"0","ANP32B"
0,3.00621767999844,0.263,0.033,0,"0","LINC02273"
0,1.21163677269158,0.358,0.13,0,"0","S1PR1"
0,1.69268189741722,0.329,0.102,0,"0","THEM4"
0,1.31000455979918,0.367,0.142,0,"0","LINC01138"
0,0.741727301987702,0.786,0.562,0,"0","EIF3H"
0,0.755613288031245,0.905,0.681,0,"0","COMMD6"
0,0.975164374773501,0.378,0.156,0,"0","C1orf162"
0,1.42396108960834,0.342,0.121,0,"0","SIT1"
0,1.11280909414847,0.345,0.124,0,"0","CD5"
0,2.11375997695333,0.29,0.07,0,"0","SUSD3"
0,1.43924367542454,0.334,0.12,0,"0","GIMAP2"
0,0.652666912795947,0.832,0.618,0,"0","EIF3F"
0,0.768844466995544,0.94,0.748,0,"0","HINT1"
0,1.83357846133006,0.273,0.082,0,"0","SH3YL1"
0,0.833723906626316,0.948,0.757,0,"0","TOMM7"
0,0.511583405035431,0.964,0.773,0,"0","MYL12A"
0,1.27043789805384,0.31,0.122,0,"0","CDC25B"
0,0.74124732465715,0.919,0.733,0,"0","RPS20"
0,1.39075478835081,0.27,0.088,0,"0","CD4"
0,0.444565886796398,0.966,0.792,0,"0","SARAF"
0,1.37659439706085,0.254,0.09,0,"0","ATP6V0E2"
0,0.564832226025371,0.945,0.796,0,"0","COX7C"
0,0.795459183399156,0.973,0.825,0,"0","RPL7"
0,0.89356328179818,0.979,0.831,0,"0","EEF1G"
0,0.911419103569065,0.981,0.838,0,"0","RPL4"
0,0.844965342595427,0.968,0.826,0,"0","RPL38"
0,0.543019232439947,0.954,0.815,0,"0","NPM1"
0,0.858515211504072,0.981,0.845,0,"0","RPS29"
0,0.622209900043963,0.972,0.838,0,"0","BTF3"
0,0.689606708233609,0.968,0.836,0,"0","RPL31"
0,0.587396085868257,0.966,0.846,0,"0","EEF2"
0,0.582409751516951,0.974,0.856,0,"0","PABPC1"
0,0.590633261191588,0.981,0.866,0,"0","PFDN5"
0,0.625473053073701,0.975,0.861,0,"0","RPL27"
0,0.889403201111982,0.694,0.581,0,"0","RPS4Y1"
0,0.895831957063641,0.991,0.892,0,"0","EEF1B2"
0,0.778881253491204,0.988,0.896,0,"0","RPL36A"
0,0.967714164544283,0.997,0.908,0,"0","RPSA"
0,0.955346797157619,0.994,0.909,0,"0","RPL9"
0,1.03964288875023,0.996,0.914,0,"0","RPL22"
0,0.530953664434177,0.987,0.906,0,"0","EEF1D"
0,0.528906461485033,0.988,0.912,0,"0","RPL37A"
0,0.648299569130543,0.994,0.919,0,"0","RPL23A"
0,0.559902932357682,0.992,0.917,0,"0","UBA52"
0,0.838753828997246,0.995,0.926,0,"0","RPL10A"
0,0.555767966352435,0.987,0.918,0,"0","RPL41"
0,1.04240281807196,0.998,0.93,0,"0","RPL5"
0,0.792275908221381,0.997,0.929,0,"0","NACA"
0,0.74654183407806,0.995,0.929,0,"0","RPL24"
0,0.759134384839307,0.996,0.934,0,"0","RACK1"
0,0.477145360749141,0.99,0.93,0,"0","RPL35"
0,0.576281173707622,0.989,0.929,0,"0","RPL13A"
